,_id,phoneNumber,storeName,ownerName,storeNumber,gstNumber
589,AL-R202307-636,8121120335,WE CARE MEDICAL ,ramarao,8121120335,
590,AL-R202307-637,9177910100,CUTY PHARMACY,bheemagani,9177910100,
591,AL-R202307-638,9494819207,CURE PHARMACY ,venkata reddy,9494819207,
592,AL-R202307-639,9052827780,CARE MEDICAL AND GENERAL STORES IN ,SYED ASEEM ,9052827780,
593,AL-R202307-640,9849334752,NEW BROTHERS MEDICAL AND GENERAL STORES ,MUKESH SHARMA ,9849334752,
594,AL-R202307-641,9966376060,WELLMED PHARMACY AND SUPER ,MD IMRAN KHAN ,9966376060,
595,AL-R202307-642,8008816938,ACTIVE PLUS,MOHD AAMER,8008816938,36BXUPM9220L2ZO
596,AL-R202307-643,8919115744,VIROM PHARMACY ,shaker reddy ,8919115744,
597,AL-R202307-644,9849404696,PADMA MEDICAL NAGARAM,santosh,9849404696,
598,AL-R202307-645,9581539549,JBR MEDICALS ,JAMEEL UR RAHMAN ,9581539549,
599,AL-R202307-646,9030047340,SRI BHAVANI MEDICAL AND GENERAL STORES ,K MURALI KRISHNA ,9030047340,
600,AL-R202307-647,9553165432,SREECHAITANYAMEDICAL,surander,9160564533,
601,AL-R202307-648,9705721999,SAI RAMA MEDICAL,Upender,9705721999,
602,AL-R202307-649,9963663615,SRDMEDICALSTORE,Gandhi,8187833655,
603,AL-R202307-650,9912490345,SRINIVASA MEDICAL ,ch Chandra shekhar ,9912490345,
604,AL-R202307-651,8886773825,JAI SRI RAMA MEDICAL,Sandeep,8886773825,
605,AL-R202307-652,9666336362,LAXMISRINIVASAMEDICAL,Ganesh,9666336362,
606,AL-R202307-653,9505490806,SRIVENKATESHWARAMEDICAL,sai,9505490806,
607,AL-R202307-654,9491378497,OMEGA MEDICAL,Rakshanakumari,9491378497,
608,AL-R202307-655,9618567007,VIJAYA MEDICAL ,Vijay mohan Reddy ,9618567007,36AFKPP0946F2ZB
609,AL-R202307-656,9347511753,ANUPAMA MEDICAL AND GENERAL STORE ,S surendar teddy,9347511753,36ABVPS4014J1Z6
610,AL-R202307-657,9533058559,SRIPEDDAMMATHALLI MEDICAL,k Gopikrishna,9533058559,
611,AL-R202307-658,9866332425,MOHAN MEDICAL GENERAL STORES,s Srinivas Reddy ,9866332425,36ARFFM6186K1ZQ
612,AL-R202307-659,8106733995,DANIYAL PHARMACY ,Naveed,8106733995,
613,AL-R202307-660,9030982564,VENKATESHWARA MEDICAL HALL,venkatesh,9030982564,
614,AL-R202307-661,7032849437,MEDGREEN,Mohd jalaal,7032849437,
615,AL-R202307-662,9866167813,RM MEDICAL ,Barkath Ali,9866167813,
616,AL-R202307-663,7075489821,CUREPHARMA ,Mohammed najathullah,7075589821,
617,AL-R202307-664,9966219695,SS MEDICAL ,Syed khaja mupaquma,9966219695,
618,AL-R202307-665,9491327150,SRI BALAJI MEDICAL GENERAL STORES ,satyanarayana ,9491327150,
619,AL-R202307-666,9290260776,SRI NIDHI,naresh,9290260776,
620,AL-R202307-667,0924633630,SAI RAM MEDICAL AND GENERAL STORE ,Shiva Krishna ,8341053344,
621,AL-R202307-668,8886663830,SHANTI MEDICAL ,sandeep,8886663830,
622,AL-R202307-669,9949582952,MEDCHAL PHARMACY ,ramkrishna ,9949582952,
623,AL-R202307-670,9848060995,SRI LAKSHMI PHARMACY ,Santosh ,9848060995,
624,AL-R202307-671,9989273056,SAI TEJA MEDICAL ,satyanarayana,9989273056,
625,AL-R202307-673,9849838319,KK MEDICAL ,Abdul nayeem,9849838319,
626,AL-R202307-674,8801261631,PHARMACY WORLD ,Syed Mustafa ali ,8801261631,
627,AL-R202307-675,8106518762,M/S UNIQUE MEDICAL AND GENERAL STORES,MA SAMI,8106518762,
628,AL-R202307-676,7989593615,SRI LAXMI PHARMACY ,sridhar,7989593615,
629,AL-R202307-677,9705601047,HONEY PHARMACY ,Gollapally sathish,9705601047,
630,AL-R202307-679,9105799899,ADITYA PHARMACY ,Mohd Munawwar Ahmed,9105799899,36BZKPS4389G1ZO
631,AL-R202307-680,8686851520,LIFE CAREE MEDICAL ,Mohammad faqarudfin,8686851520,
632,AL-R202307-681,7794933109,SREE MANIKATA MEDICAL,sujatha,7794933109,
633,AL-R202307-682,8247386195,RUTHWIKA MEDICAL AND GENRAL STORE,Hamsaiah Darmarapu ,8247386195,11223
634,AL-R202307-683,9391057570,SREE SAI MEDICAL AND GENERAL STORES,m s Reddy ,9391057570,
635,AL-R202307-684,6302987783,KAVERI MEDICAL ,gopala krishna,6302987783,
636,AL-R202307-686,9492180891,M/S JAGRUTHI PHARMACY,koteswararao,9492180891,
637,AL-R202307-687,9666567184,THANVI MEDICAL ,Nagesh Goud,9666567184,
638,AL-R202307-696,9666154480,SAI POOJA MEDICAL AND GENRAL STORE,Govardhan,9666154480,
639,AL-R202307-697,9959504228,LAXMI SREE MEDICAL AND GENRAL STORE,Mahipal Reddy,9959504228,
640,AL-R202307-699,8341245400,CARE PHARMACY ,Mohammad moheed,8341245400,
641,AL-R202307-706,7981814365,GANESH MEDICAL,shiva,7981814365,
642,AL-R202307-709,9299956077,SREE VENKETSWARA MEDICAL AND GENERAL STORE,srinivash chry,9299956077,
643,AL-R202307-710,9030305806,SMART PHARMACY ,Mohammed Irfan ,9030305806,36TESTA0772R1ZF
644,AL-R202307-711,8926665000,HEALTH CARE ,Rahul goud,8926665000,
645,AL-R202307-713,8790044877,SRI SAI DHANAVANTHARI ,Har gopal ,8790044877,36AIKPV4334Q1ZE
646,AL-R202307-714,9133785790,SMILE PHARMACY MEDICAL AND GENERAL STORES,Khaja Tauqeer Ahmed,9133785790,
647,AL-R202307-715,7032136668,SAI MEDICAL AND GENERAL STORES ,M narayana,7032136668,
648,AL-R202307-716,9000099239,MEDICARE MEDICAL AND GENERAL STORE,Ramesh ,9000099239,
649,AL-R202307-717,8501078347,G.S.R GENARIC MEDICAL STORE,Sravan,8501078347,
650,AL-R202307-718,9908578759,SRINIVASA MEDICAL,Srinivas,9908578759,12345
651,AL-R202307-719,9392344578,KANISHKA MEDICAL &GENERAL STORES,M Ravinadar,9392344578,
652,AL-R202307-720,9100508615,AM PHARMACY AND MORE ,Mohammed Zuber Ali ,9100508615,
653,AL-R202307-721,9618977790,HEALTH CARE MEDICAL AND GENERAL STORE ,mohd arif,9618977790,
654,AL-R202307-722,7799356635,JAI HANUMAN MEDICAL AND GENERAL STORE ,venkatesh,7799356635,
655,AL-R202307-723,9701981245,SRI BRAMARAMBA,mounika,9701981245,
656,AL-R202307-724,9944715008,MEEM PHARMACY & GENERAL STORE ,Abdul rahim Kader Sherif,9944715008,
657,AL-R202307-725,9398203163,ONE PHARMACY & GENERAL STORE,Mohammed moizuddin qureshi,7702738433,
658,AL-R202307-726,9246571921,SRI TIRUPATI MEDICAL HALL,manish agarwal,9246571921,36AIVPA5158N1ZM
659,AL-R202307-727,9346319707,MEDICYL PHARMACY & GENERAL STORE ,zaheer,9346319707,
660,AL-R202306-001,9999999999,ACINTYO CENTRAL STORE,Viswanath Koduru,9999999999,36AAQCA7398Q1ZF
661,AL-R202307-738,9618609083,SANDEEP FRUITS AND VEG,sandeep p,1234567890,22AAAAA0000A1Z5
662,AL-R202307-739,9908089762,GOPAL SUPER MARKET,DHANRAJ,9908089762,
663,AL-R202309-748,9666666666,SAREGAMA ELECTRONICS AND COMPUTER MULTI BRAND,nandha,9676542611,22AAAAA0000A1Z5
664,AL-R202309-749,9502434119,SANA PHARMACY ,D Kavitha,9000099220,36BMGPD8170BIZC
665,AL-R202309-750,9885890009,V PHARMACY & GENERAL STORES ,Shoaib Vakil,9885890009,36ASNPV8403F1ZC
666,AL-R202309-751,9291343526,IR PHARMA,Mohd Aslam,9291343526,36AOSPA0605F1ZC
667,AL-R202310-757,9441697765,SHREE RAMA TRADERS,Vikram Kumar Rajurohit,9441084408,abc123
668,AL-R202311-758,9879879870,DOLLAR WINES,Dollor Wines,9879879870,36BATPK0772R1ZF
669,AL-R202311-759,8798798790,GOOD TIMES LIQUOR STORE,GOOD TIMES,8798798790,36BARUH8664R1ZF
670,AL-S202309-756,9652597911,ACINTYO LOCAL ORIENTED CUSTOMER APPLICATIONS PVT LTD,KODURU VISWANATH,9652597911,36AAQCA7398Q1ZF
671,AL-R202311-766,7780770342,ACINTYO LOCAL MEDICALS,Veer,7780770342,36AAWFK0693D1Z0
672,AL-R202311-767,8121025910,SUSHMITHA MEDICALS,Sushmitha,8121025910,22AAAAA0000A1Z5
673,AL-R202312-770,7680836516,LIFE HEALTH CARE PHARMACY 1,Tejavath Mohan,7680836516,36TESTA0776R1ZF
674,AL-R202312-771,8501867811,CARE PHARMACY MALLPUR,Sai Krishna,8501867811,36TESTA0777R1ZF
675,AL-R202312-772,9912853003,SAI SHREE DURGA PHARMA,Sreekanth.Ch,9912853003,36TESTA0774R1ZF
676,AL-R202312-773,9949457460,DHARANI MEDICAL AND GENERAL STORE,SRAVAN,9949457460,22AAAAA0000A1Z5
677,AL-R202312-774,9640457659,SRI KARTHIKEYA MEDICAL,karthik ,9640457659,1234
678,AL-R202312-775,9866363966,HANUMAN SAI MEDICAL AND GENERAL STORE,ANVESH,9866363966,36AJHPB7425L1Z3
679,AL-R202312-777,9440088395,MORE MEDICAL AND GENERAL STORE,Anvesh,9440088395,gshshs
680,AL-R202312-778,9948940140,LIFE HEALTH CARE PHARMACY-3,PRANAY KUMAR,9948940140,22AAAAA0305A1Z5
681,AL-R202312-779,8309651824,PRINCE PHARMACY ,abdul,8309651824,22AAAAA0000A1Z5
682,AL-R202312-780,9849387266,SREE TEJA MEDICAL,Ram Reddy ,9849387266,12345
683,AL-R202312-781,8919502326,AL SHIF MEDICAL AND GENERAL STORE ,MOHD SADI,8919502326,1234
684,AL-R202312-782,9133370333,RAGHAVENDRA MEDICAL ,Devinder Roa,9133370333,22AAAAA0000A1Z5
685,AL-R202312-783,7989790494,SRI VENKATESHWARA MEDICAL ,venkatesh ,7989790494,123456
686,AL-R202312-784,9393988969,BALAJI HEALTH NEEDS, R .Shiva Lingam  ,9393988969,36TESTA0772R1ZF
687,AL-R202312-786,7893656710,DHANWANTARI MEDICAL ,Ramprasad,7893656710,1234
688,AL-R202312-787,9963083254,M/S INDIAN PHARMACY ,Ashwaq,9963083254,
689,AL-R202312-788,8096452693,SAI RAM MEDICAL ,Sai Prasad,8096452693,123456
690,AL-R202312-789,8074723265,SRI LAKSHMI MEDICAL ,Lakshmi ,8688999511,12345
691,AL-R202312-790,9949919905,SRI ADITYA MEDICAL AND GENERAL STORE,Ramprakash,9949919905,22AAAAA0000A1Z5
692,AL-R202312-791,8143115499,SRI VASAVI MEDICAL ,Pradeep kumar,8143115499,1233
693,AL-R202312-792,9030297013,ANIRUDH MEDICAL AND GENERAL STORE ,SHIVA,9030297013,22AAAAA0000A1Z5
694,AL-R202312-793,8555825121,SWEEKAR PHARMACY ,Swapna,8555825121,22AAAAA0000A1Z5
695,AL-R202312-794,9866647385,SRI MAHALAKSHMI MEDICAL,Ganapathi,9866647385,gajsh
696,AL-R202312-795,9705871604,SRI VIJAYA MEDICAL ,praveen,9705871604,12345
697,AL-R202312-796,6302162821,BALAJI MEDICAL AND GENERAL STORE,Anvedh,6302162821,geishs
698,AL-R202312-797,8501048434,ARK PHARMACY ,ARK,8501048434,22AAAAA0000A1Z5
699,AL-R202312-798,9440840754,BALAJI MEDICAL AND GENERAL STORE ,Anvesh,9440840754,22AAAAA0000A1Z5
700,AL-R202312-799,9700600402,ABHAYA HEALTH CARE,ramarao,9700600402,122233
701,AL-R202312-800,9963307050,BHAVANI MEDICAL AND GENERAL STORE ,Bheema Rajesham ,9963307050,22AAAAA0000A1Z5
702,AL-R202312-801,9030707562,NEW LAHARI MEDICAL ,ananand,9030707562,12345
703,AL-R202312-802,8885507874,TULASI PHARMACY ,Ramesh Reddy ,8885507874,22AAAAA0000A1Z5
704,AL-R202312-803,9545595949,MANIKANTA MEDICAL AND GENERAL STORE ,VIGNESH,9542595949,22AAAAA0000A1Z5
705,AL-R202312-804,9908230108,MEDPRIME PHARMACY ,Beeresh,9908230108,22AAAAA0000A1Z5
706,AL-R202312-805,9491461337,ROHINI MEDICAL AND GENERAL STORE,PRAMOD,9491461337,22AAAAA0000A1Z5
707,AL-R202312-806,9000603003,SIRI MEDICAL AND GENERAL STORE,Shankar,9000603003,12345
708,AL-R202312-807,9441255806,SRI VARALAXMI MEDICAL,Srinivas,9441255806,22AAAAA0000A1Z5
709,AL-R202312-808,8886553222,AVIDHAN MEDICAL ,nimesh,8886553222,22AAAAA0000A1Z5
710,AL-R202312-809,9848187890,HEALTH PLUS PHARMACY ,santhosh,9848187890,22AAAAA0000A1Z5
711,AL-R202312-810,7075788717,SRIVANI MEDICAL AND GENERAL STORE ,Sravan,7075788717,gaobsksb
712,AL-R202312-811,9676796263,THANVI MEDICAL AND GENERAL STORE ,Sai,9676796263,22AAAAA0000A1Z5
713,AL-R202312-812,6304673675,VAIBHAV PHARMACY ,Vamshi,6304673675,gaksb
714,AL-R202312-813,9502396009,LIFE CARE MEDICAL ,Vijay Anand ,9502396009,22AAAAA0000A1Z5
715,AL-R202312-814,7989627162,LIFE HEALTH CARE PHARMACY ,Rajesh ,7989627162,36AURPT6609B1ZA
716,AL-R202312-815,6302886185,RAPHA MEDICAL GENERAL STORE ,rahul,6302886185,22AAAAA0000A1Z5
717,AL-R202312-816,7995922329,VASAVI MEDICAL AND GENERAL STORE,Srinivas,7995922329,22AAAAA0000A1Z5
718,AL-R202312-817,9640977767,BLUE LINE PHARMACY ,Shiva kumar,9640977767,22AAAAA0000A1Z5
719,AL-R202312-818,9959475485,VISHWANATHA MEDICAL AND GENERAL STORE ,Vishwanatha,9959475485,
720,AL-R202312-819,9700116293,SRI RAJA RAJESHWARI MEDICAL ,raja naik,9700116293,22AAAAA0000A1Z5
721,AL-R202312-820,9290520852,M/S SRIKANTH MEDICAL,Srikanth ,9290520852,22AAAAA0000A1Z5
722,AL-R202312-821,9866136018,HEMASRI MEDICAL AND GENERAL STORE,Anvesh,9866136018,gskhs
723,AL-R202312-822,9908906067,AKSHAYA PHARMACY,manohar,9908906067,123456
724,AL-R202312-823,8639240145,SREE LALITHA PHARMACY ,Pradeep Kumar Reddy,8639240145,36TESTA0775R1ZF
725,AL-R202312-824,9502402141,SAGAR MEDICAL AND GENERAL STORE ,Sagar,9502402141,22AAAAA0000A1Z5
726,AL-R202312-825,9966465108,SAIVEDHA MEDICAL,Anvesh,9966465108,ywonsb
727,AL-R202312-826,9618991771,ARUNA PHARMACY,susheel Kumar,9618991771,22AAAAA0000A1Z5
728,AL-R202312-827,8179353350,SRI BALAJI MEDICAL AND GENERAL STORE ,Anvesh,8179353350,gsisb
729,AL-R202312-828,9705244863,RAVINDRA MEDICAL ,Simana Naryana,9705244863,1234567
730,AL-R202312-829,9441231718,SHIVA MEDICAL AND CLINIC,Santhankumar,9441231718,22AAAAA0000A1Z5
731,AL-R202312-830,9642282800,SRI LAXMI VETERINARY MEDICAL AND GENERAL STORE ,Anvesh,9642282800,agkxhi
732,AL-R202312-831,9966315987,SRI LAXMI VISHNU MEDICAL ,Venkataswamy,9966315987,22AAAAA0000A1Z5
733,AL-R202312-832,8523857991,SRI MALLURAJU VETERINARY MEDICAL,Thirupathi ,8523857991,12345
734,AL-R202312-833,9848294209,SRI SAI LAVANYA MEDICAL ,Anvesh,9848294209,hsksb
735,AL-R202312-834,8555848143,SREENIVASA MEDICAL ,Rakesh ,8555848143,36AUNPC2993F1ZG
736,AL-R202312-835,9573717783,SRI VIDHYA MEDICAL,Anvesh,9573717783,hsksbo
737,AL-R202312-836,9441338762,CHANDRIKA MEDICALS,mattew,9441338762,22AAAAA0000A1Z5
738,AL-R202312-837,9110770780,CITY PHARMACY ,Bharth,9110770780,22AAAAA0000A1Z5
739,AL-R202312-838,7396580772,UDAY MEDICAL ,Veera Swami ,7396580772,TS99888
740,AL-R202312-839,7989806632,VISHNU PRIYA MEDICAL AGENCY ,Anvesh,7989806632,bsksbk
741,AL-R202312-840,9177409991,SHIVAM MEDICAL,ADEPU SRINIVAS,9177409991,22AAAAA0000A1Z5
742,AL-R202312-841,7095606544,SRI SATYA PHARMACY ,srinu,7095606544,14564
743,AL-R202312-842,9701260122,LIFE PHARMACY,Nagaraju,9908209983,123456
744,AL-R202312-843,7075454333,SHRI LAXMI MEDICAL VETERINARY ,Anvesh,7075454333,hsksb
745,AL-R202312-844,9849151289,SRI MAHALAXMI MEDICAL AND GENERAL STORE ,Satya Narayana,9849151289,12345
746,AL-R202312-845,7989810714,JAI SANTHOSHI MATHA MEDICAL ,sharath,7989810714,134yd
747,AL-R202312-846,8074290831,SANTHOSHI MATHA MEDICAL ,kishore,8074290831,22AAAAA0000A1Z5
748,AL-R202312-847,7013123198,GANAPATHI MEDICAL AND GENAREC STORE,sekhar,7013123198,4532
749,AL-R202312-848,9030607393,SRI VENKATESHWARA MEDICAL ,venkatesh ,9030607393,
750,AL-R202312-849,9949457001,MANI SAI WHOLESALE AND RETAIL MEDICAL STORE ,santhosh,9949457001,22AAAAA0000A1Z5
751,AL-R202312-850,8885458182,M/S ADWIKA PHARMACY AND GENERAL STORES,Ramu,8885458182,36HAGPM9872K1ZS
752,AL-R202312-851,9676281910,MEDCITY PHARMACY,Srikanth,9676281910,22AAAAA0000A1Z5
753,AL-R202312-852,6305744117,NEW HANUMAN MEDICALS,anil,6305744117,123456
754,AL-R202312-853,9392358602,LIFE PHARMACY ,nagaraju,9392358602,1346
755,AL-R202312-854,7777811616,SRI DHANVANTARI MEDICAL GENERAL STORE ,sudhakar ,7777871616,1234567
756,AL-R202312-855,9700029629,ANJANI PHARMACY ,raju,9700029629,22AAAAA0000A1Z5
757,AL-R202312-856,9505275237,M/S SAI KIRAN MEDICAL ,Sunita ,9505275237,22AAAAA0000A1Z5
758,AL-R202312-857,9908087501,SRI RANGA SAI MEDICAL GENERAL STORE,Gunturi Pradeep Kumar,9908087501,36TESTA0110A1ZF
759,AL-R202312-858,9290600075,STREET PHARMACY ,anil,9290600075,22AAAAA0000A1Z5
760,AL-R202312-859,9963316230,RKD PHARMACY ,anilkumar ,9963316230,22AAAAA0000A1Z5
761,AL-R202312-860,9849842585,SREE VEERABHADRA MEDICAL ,raj,9849842585,22AAAAA0000A1Z5
762,AL-R202312-861,8660046254,SOLACE PHARMACY ,rahul,8660046254,123556
763,AL-R202312-862,8686818171,M/S MEDCITY PHARMACY ,Prudhvi K,8686818171,22AAAAA0000A1Z5
764,AL-R202312-863,9848956026,BHAVANI MEDICAL ,SRID,9848956026,123
765,AL-R202312-864,7780730747,SRI CHAKRA MEDICAL AND GENERAL STORE ,krishna,7780730747,22AAAAA0000A1Z5
766,AL-R202312-865,8121025980,SHANKAR MEDICAL,Shankar,8121025980,123
767,AL-R202312-866,9398282305,SREE ADITHYA PHARMACY ,Harshith ,9398282305,22AAAAA0000A1Z5
768,AL-R202312-867,9652844786,CRYSTAL MEDICAL AND GENERAL STORE ,ARIF,9652844786,1234
769,AL-R202312-868,9959117111,JAYADEEP MEDICAL ,SURESH ,9959117111,22AAAAA0000A1Z5
770,AL-R202312-869,8019329315,SHREE MAHESHWARI MEDICAL & GENERAL STORE ,RAMESH BOINI,8500305315,36ADBFS0784K1ZS
771,AL-R202312-870,7780363939,M/S NICE MEDICAL ,shaik sajid pasha ,7780363939,123456
772,AL-R202312-871,9553000678,S.S MEEDIAL,chiranjevi,9553000678,1234
773,AL-R202312-872,8675767889,TEST MEDICAL STORE,Dhaneka,8675767889,
774,AL-R202312-873,8686613290,M/S AKRAM MEDICAL AND GENERAL STORE ,mohd Ghouse ,8686613290,123456
775,AL-R202312-874,9394839173,SREE VAARI MEDICIALS ,SRINIVAS,9394839173,36AGFPC3328N2ZC
776,AL-R202312-875,9848496813,SRI SHILPA ,Praveen Kumar ,9848496813,36ACCPL1106A1ZI
777,AL-R202312-876,9010938674,SRI GAYATRI MEDICAL & GENERAL STORE ,NAVEEN KUMAR ,9010938674,36AAKFH9095E1ZZ
778,AL-R202312-877,9849739256,PARAMESHWARA MEDICAL & GENERAL STORE ,RAGHUNANDN,9849739256,1234
779,AL-R202312-878,9848345345,NEW SHIVA GANGA MEDICAL STORE,Vani,9848345345,36AEKFS1964H1ZO
780,AL-R202312-879,9030275443,PADMA MEDICAL HALL,PRASAD,9030275443,36BREPA9983N1Z3
781,AL-R202312-880,8851856082,NARAYANA  MEDICAL,Pandeti Madhavaiah,8851856082,36BKRPP4869E2ZG
782,AL-R202312-881,9885234104,SRI VENKATESWARA MEDICAL HALL,N Chandra Mohan,9885234104,37AAGPN1083J1ZJ
783,AL-R202312-882,8179018823,VAIDYANATESHWAR GENERIC MEDICAL SHOP,RAMESH,8179018823,1234
784,AL-R202312-883,7995860512,SRI SRINIVASA GENERIC AND GENERAL AND BRANDED MEDICAL ,Rajesh ,7995860512,1234
785,AL-R202312-884,9963599496,VIGNA PHARMACY HUMAN VETERINARY ,santhosh kumar ,9963599496,22AAAAA0000A1Z5
786,AL-R202312-885,9959246150,VENKATESHWARA,srinivas ,9959246150,123456
787,AL-R202312-886,8885619322,SRI RAMA MEDICALS ,Srikanth,8885619322,123456
788,AL-R202312-887,9188853688,SRIKARA MEDICAL ,Harish ,8885368864,37182gd2792egxa
789,AL-R202312-888,9989041492,SRI LAXMI GANAPATHI MEDICAL,Rajender,9989041492,.
790,AL-R202312-889,7396352654,BAGESHWAR PHARMACY ,sai raj,7396352654,22AAAAA0000A1Z5
791,AL-R202312-890,9032673267,SRAVANTHI MEDICAL AND GENERAL STORES,Naresh,9032673267,36AZGPG9758C1Z6
792,AL-R202312-891,9848424552,IPL MEDICAL ,THANNEERU VENU,9848424552,Adah146182
793,AL-R202312-892,7989050375,MAHESH MEDICAL ,Mahesh ,7989050375,kfhz5496721
794,AL-R202312-893,8555897878,SRI VENKATESHWAR PHARMACY ,nagarjuna ,8555897878,1234567890
795,AL-R202312-894,9246652494,SRI SATYAVANI MEDICALS,G.Rajesh,9246652494,37AHFPG1718B1ZW
796,AL-R202312-895,9652203040,SRI SATYA GUPTA MEDICAL FANCY & GENERAL STORRS,M. Srimannarayana,9652203040,1234567890
797,AL-R202312-896,9866679456,SRI SAINADH MEDICAL HALL,Bhanu Prakash,9866679456,22AAAAA0000A1Z5
798,AL-R202312-897,6348487979,TEST ONE,test one by k,6301458081,shajjajajan
799,AL-R202312-898,7569817053,SRI LAKSHMI NARSIMHA MEDICAL AND GENERAL STORE,sarwesh,8328170047,123456789
800,AL-R202312-899,9988866669,SRI GAYATRI MEDICALS,srinivas,9988866669,123456
801,AL-R202312-900,9396223788,RAJENDRA MEDICAL & GENERAL STORES,B.Kranthi,9396223788,37AOZPP1053M1Z5
802,AL-R202312-901,8074642711,PRAVEEN MEDICAL ,Praveen ,8074642711,36BVGPP9119M1ZW
803,AL-R202312-902,8919083364,WELL PHARMACY ,C.Ravi ,8919083364,37DBXPK1881C2Z8
804,AL-R202312-903,8919709593,MANI DEEPIKA MEDICAL STORE,akash,8919709593,123456
805,AL-R202312-904,9963883454,MEDICARE MEDICAL STORE ,panku peddiraju ,9963883454,12345678
806,AL-R202312-905,8520037778,SRI VEERA VENKATA SATYA SAI MEDICAL & GENERAL STORES ,M.Veerababu,8520037778,1234567890
807,AL-R202312-906,9848787889,SALAM MEDICAL STORE ,Sk Dawood ,9848787889,12345
808,AL-R202312-907,8686818171,MEDCITY PHARMACY,PRUDHVI,9992992926,36TESTA0126A1ZF
809,AL-R202312-908,8099280776,M/S WELL PHARMACY ,C.Ravi,8099280776,37DBXPK188CZ8
810,AL-R202312-909,8074976614,M/S IMAMS MEDICAL,MOID,8074976614,22AAAAA0000A1Z5
811,AL-R202312-910,9966393344,PURNASRI MEDICAL AND GENERAL STORES ,purnachandra,9966393344,22AAAAA0000A1Z5
812,AL-R202312-911,9848666173,SRI LAXMI GANESH MEDICAL & GENERAL STORES,K.Satyanarayana,9848666173,1234567890
813,AL-R202312-912,9441492044,DAMODAR MEDICAL & GENERAL STORES,M.Krishna,9397887372,37AOKPM7097R1ZP
814,AL-R202312-913,9849016760,KAMAKSHI MEDICAL & GENERAL STORES,T.Chandu,9391602557,37AEUPT4914N1ZH
815,AL-R202312-914,9948564204,VISHNU PRIYA MEDICAL & GENERAL STORES,B. Satyanarayana,9347701678,37FURPS8725L1ZE
816,AL-R202312-915,9494184497,SREE VEERA VENKATA SATYA HANUMAN MEDICAL STORES,KOTLA VEERA BHADRA RAO,9494184497,37ANDPK5473F1ZX
817,AL-R202312-916,9963921989,PAVAN MEDICAL & GENERAL STORES,M.Sree Rama Murthy,9292903439,1234567890
818,AL-R202312-917,8801102103,SATYA BHASKARA MEDICAL STORES,Y Krishna Murthy ,8801102103,37ABPPY7362K1ZL
819,AL-R202312-918,8885266361,SIDDHI VINAYAKA LIFE HEALTH CARE PHARMACY ,Shiva Kumar ,8885266361,1234
820,AL-R202312-919,9989099852,SRI BALAJI MEDICAL,devendar reddy,9989099852,36AQAPG2434N1ZW
821,AL-R202312-920,9951379309,SRIHARI MEDICAL STORES ,Devarakonda Haribabu ,9951379309,12345
822,AL-R202312-921,7337550710,SRI RAGHAVENDRA MEDICAL AND GENERAL STORE ,talla swathi,7337550710,123456789
823,AL-R202312-922,9133000084,SRI SATYA MEDICAL & GENERAL STORES,K. Sarita,9133000084,1234567890
824,AL-R202312-923,9948144056,SRI KOMALI MEDICAL STORE ,9948144056,9948144056,12345
825,AL-R202312-924,9908667140,JYOTHI GENERIC MEDICAL SHOP,K Nani,9908667140,1234567890
826,AL-R202312-925,9573938222,ASHOK MEDICAL & GENERAL STORES,N.Satyanarayana Reddy,9849668717,1234567890
827,AL-R202312-927,9381314462,STAR MEDICALS,P.Rajiv Kumar,9885338600,37BCAPP9809H1Z9
828,AL-R202312-928,9293161466,SAI MEDICALS & GENERAL STORES,K.Sai Prakash Reddy,9293161466,37BVUPK5042C1ZG
829,AL-R202312-929,8522817555,GANESH MEDICAL & GENERAL STORES,S.Srinivas Reddy,8522817555,1234567890
830,AL-R202312-930,7842434758,MEDI LIFE PHARMACY MEDICAL AND GENERAL STORE,Md Inayathullah Azeem,7842434758,22AAAAA0000A1Z5
831,AL-R202312-931,9989163116,KALYANI MEDICAL AND GENERAL STORES,GUNDA SRINIVAS ,9989163116,36AFBPG8764R1ZP
832,AL-R202312-932,9652621569,SRI SAI MEDICAL STORES,Raviteja (Nani),9652621569,37BVUPK5748K1ZM
833,AL-R202312-933,9010589044,SRI LAKSHMI  GANAPATHI MEDICAL AND GENERAL STORES ,M.Chaitanya Reddy,9010589044,1234567890
834,AL-R202312-934,9032466195,INDRANI ATOZ MEDICAL &GANERAL STORES,srujana,9032466195,bsbidhs5488734
835,AL-R202312-935,9666617956,JAI SAI MEDICAL & GENERAL  STORES,B.Sriram,9666617956,1234567890
836,AL-R202312-936,9885142370,HANUMAN MEDICAL ,Chandra Mohan,9885142370,bznlzbhb5483484
837,AL-R202312-937,9030907143,VEERABHADRA MEDICAL & GENERAL  STORES,B.V.V.S.Bapiraju,9030907143,1234567890
838,AL-R202312-938,9490873635,SRI DURGA MEDICAL FANCY & GENERAL STORES,L.Anand Kumar,9490873635,
839,AL-R202312-939,7416548216,M/S MADINA MEDICAL ,ma mujeeb ,7416548216,123456
840,AL-R202312-940,9959507075,GOPIKA SRI MEDICALS FIRM,K.Srinivas,9959507075,1234567890
841,AL-R202312-941,9347444082,SANA MEDICAL AND GENERAL STORE,MohdAbdulJameel ,9347444082,123456
842,AL-R202312-942,9030932343,RAVI'S LIFE CARE MED SHOPEE ,N.Ravi Kumar,9030932343,37BGDPR0301K1ZK
